position,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season,mvp,opoy,dpoy,allpro
OLB,23,10,10,0,0,0,2,0,0,0,0,0
DE,49,20,23,0,3,2,16,0,0,0,0,0
LB,36,27,2,0,2,0,4,15,0,0,0,0
OLB,22,4,18,0,0,0,2,0,0,0,0,0
DT,9,16,0,0,0,0,0,0,0,0,0,0
ILB,65,37,4,0,0,0,10,0,0,0,0,0
CB,1,1,0,0,0,0,0,9,0,0,0,0
SS,15,3,0,0,0,0,0,1,0,0,0,0
CB,2,1,0,0,0,0,0,8,0,0,0,0
S,88,46,8,0,4,0,7,0,0,0,0,0
DE,14,14,7,0,0,0,4,1,0,0,0,0
DT,7,4,0,0,0,0,0,5,0,0,0,0
SS,59,21,0,0,8,2,2,11,0,0,0,0
ILB,46,47,13,0,2,2,4,3,0,0,0,0
DT,19,13,1,0,0,0,3,0,0,0,0,0
DT,11,4,0,0,0,0,2,0,0,0,0,0
DE,36,19,16,0,0,0,0,1,0,0,0,0
DE,46,9,32,0,2,2,0,0,0,0,0,0
ILB,18,12,0,0,2,0,0,5,0,0,0,0
ILB,68,71,17,0,0,1,4,0,0,0,0,0
CB,68,22,2,0,4,1,5,1,0,0,0,0
S,4,0,0,0,0,0,0,10,0,0,0,0
DT,78,24,52,0,2,0,11,0,0,0,0,1
DT,1,2,0,0,0,0,0,1,0,0,0,0
LB,41,9,16,0,1,0,1,7,0,0,0,0
S,67,31,0,0,0,0,5,0,0,0,0,0
CB,10,4,0,0,0,0,0,6,0,0,0,0
S,24,2,0,0,0,0,0,8,0,0,0,0
CB,10,3,0,0,0,0,0,0,0,0,0,0
CB,44,6,2,0,0,0,5,13,0,0,0,0
NT,11,11,0,0,0,0,0,3,0,0,0,0
FS,10,7,2,0,2,0,2,4,0,0,0,0
DE,0,0,0,0,0,0,0,7,0,0,0,0
DE,28,13,7,0,0,0,4,2,0,0,0,0
DT,37,29,19,0,0,0,2,0,0,0,0,0
S,76,31,4,0,8,0,4,8,0,0,0,1
CB,1,0,0,0,0,0,0,5,0,0,0,0
DE,75,27,45,0,0,0,5,1,0,0,0,0
DE,13,6,0,0,0,0,0,2,0,0,0,0
OLB,7,3,4,0,0,0,0,1,0,0,0,0
DE,6,2,4,0,0,0,0,4,0,0,0,0
DE,27,5,13,0,2,0,0,7,0,0,0,0
FS,13,4,4,0,0,0,0,0,0,0,0,0
OLB,7,5,0,0,0,0,0,17,0,0,0,0
LB,2,0,0,0,0,0,0,6,0,0,0,0
OLB,12,8,0,0,0,0,0,6,0,0,0,0
CB,13,4,0,0,0,0,0,12,0,0,0,0
DE,14,5,3,0,0,0,0,6,0,0,0,0
DE,22,11,11,0,0,0,0,0,0,0,0,0
NT,15,23,4,0,0,0,0,14,0,0,0,0
DE,7,6,0,0,0,0,0,0,0,0,0,0
ILB,41,17,3,0,0,0,0,8,0,0,0,0
DT,2,1,0,0,0,0,0,0,0,0,0,0
S,67,26,0,0,4,0,3,10,0,0,0,0
DT,13,8,4,0,0,0,4,0,0,0,0,0
CB,52,8,0,0,2,0,1,0,0,0,0,0
FS,62,22,0,0,16,0,4,16,0,0,0,0
MLB,2,0,0,0,0,0,0,2,0,0,0,0
MLB,4,0,0,0,0,0,0,8,0,0,0,0
DT,15,13,7,0,1,1,2,2,0,0,0,0
DT,56,20,36,0,0,0,2,8,0,0,0,1
DT,45,10,19,0,1,0,4,6,0,0,0,0
S,79,17,0,0,2,0,0,6,0,0,0,0
CB,47,11,0,0,7,0,2,5,0,0,0,0
DT,44,13,13,0,0,0,2,10,0,0,0,0
DE,44,15,22,0,0,0,7,1,0,0,0,0
S,44,23,0,0,6,2,2,0,0,0,0,1
DE,54,41,27,0,2,2,2,8,0,0,0,0
LB,57,36,28,0,2,1,3,2,0,0,0,0
OLB,79,31,11,0,2,0,2,0,0,0,0,0
S,54,6,0,0,8,2,0,0,0,0,0,0
DT,34,14,0,0,1,0,0,1,0,0,0,0
DE,43,18,24,0,0,0,2,8,0,0,0,0
CB,45,7,0,0,2,0,3,11,0,0,0,0
DE,41,11,16,0,0,0,0,0,0,0,0,0
CB,58,13,4,0,6,2,2,8,0,0,0,0
OLB,57,19,15,0,0,0,2,6,0,0,0,0
OLB,2,0,0,0,0,0,0,4,0,0,0,0
DT,34,40,15,0,1,0,2,11,0,0,0,0
ILB,137,34,34,0,2,0,6,5,0,0,0,1
FS,11,6,0,0,0,0,0,15,0,0,0,0
OLB,35,6,20,0,0,0,0,2,0,0,0,0
LB,20,9,0,0,0,0,2,0,0,0,0,0
MLB,91,65,7,0,3,0,2,0,0,0,0,0
ILB,34,32,4,0,0,0,5,9,0,0,0,0
FB,3,2,0,0,0,0,0,15,0,0,0,0
CB,11,1,0,0,0,0,0,7,0,0,0,0
DE,2,0,0,0,0,0,0,3,0,0,0,0
DE,117,17,70,0,2,2,19,0,0,0,0,1
DT,34,25,25,0,0,0,0,11,0,0,0,0
CB,62,5,0,0,14,0,0,4,0,0,0,0
DE,104,25,77,2,3,0,13,0,0,0,0,0
DT,152,20,82,0,5,1,12,0,0,0,1,1
DT,53,9,21,0,0,0,5,11,0,0,0,0
DE,56,9,42,0,0,0,5,14,0,0,0,0
DE,65,19,32,0,4,3,7,0,0,0,0,0
DT,51,25,27,0,0,0,2,2,0,0,0,0
CB,46,10,0,0,2,0,0,3,0,0,0,0
DE,2,1,0,0,0,0,0,1,0,0,0,0
DT,16,2,4,0,0,0,0,13,0,0,0,0
DT,63,28,29,0,0,0,12,3,0,0,0,0
CB,25,7,0,0,0,0,0,0,0,0,0,0
DE,53,34,17,0,0,0,9,12,0,0,0,1
DT,15,11,7,0,0,0,0,3,0,0,0,0
CB,6,2,0,0,0,0,0,9,0,0,0,0
SS,19,13,0,0,0,0,0,1,0,0,0,0
DE,59,21,28,0,0,0,2,7,0,0,0,0
LB,80,49,24,0,3,1,2,1,0,0,0,0
LB,59,21,0,0,0,0,0,3,0,0,0,0
DE,13,16,0,0,1,0,0,0,0,0,0,0
LB,29,10,10,0,0,0,4,0,0,0,0,0
FS,66,13,4,0,2,0,0,0,0,0,0,0
S,45,18,4,0,0,0,0,8,0,0,0,0
DT,21,5,12,0,1,0,0,5,0,0,0,0
NT,1,7,0,0,0,0,0,12,0,0,0,0
DT,18,20,13,0,0,0,0,9,0,0,0,0
CB,8,4,0,0,0,0,0,0,0,0,0,0
ILB,2,2,0,0,0,0,0,12,0,0,0,0
LB,44,41,8,0,0,0,0,9,0,0,0,0
DE,86,18,41,5,2,0,2,1,0,0,0,0
DE,16,4,9,0,0,0,3,3,0,0,0,0
DE,43,25,10,0,0,0,6,9,0,0,0,0
CB,39,7,0,0,4,0,0,0,0,0,0,0
LB,84,39,8,0,2,0,1,6,0,0,0,0
DE,3,2,0,0,0,0,0,1,0,0,0,0
DT,11,9,6,0,0,0,2,6,0,0,0,0
CB,18,3,0,0,0,0,0,8,0,0,0,0
CB,10,1,0,0,0,0,2,15,0,0,0,0
CB,5,0,0,0,0,0,0,3,0,0,0,0
ILB,45,23,0,0,0,0,0,0,0,0,0,0
S,56,17,0,0,4,0,0,4,0,0,0,0
DT,10,7,0,0,0,0,0,10,0,0,0,0
CB,8,1,0,0,0,0,0,4,0,0,0,0
DT,5,8,0,0,0,0,2,13,0,0,0,0
LB,73,37,4,0,3,0,2,0,0,0,0,0
S,17,22,0,0,0,0,5,5,0,0,0,0
LB,52,13,15,0,4,0,6,3,0,0,0,0
DT,12,6,4,0,0,0,0,0,0,0,0,0
MLB,28,13,0,0,2,2,0,4,0,0,0,0
CB,1,0,0,0,0,0,0,4,0,0,0,0
ILB,4,1,0,0,0,0,0,3,0,0,0,0
CB,20,0,0,0,0,0,0,7,0,0,0,0
FS,36,14,0,0,2,0,0,4,0,0,0,0
CB,3,1,0,0,0,0,0,10,0,0,0,0
CB,40,11,0,0,4,0,6,4,0,0,0,0
CB,17,10,4,0,0,0,0,4,0,0,0,0
CB,65,11,0,0,0,0,0,1,0,0,0,0
DT,15,5,15,0,0,0,1,1,0,0,0,0
CB,21,8,0,0,0,0,0,7,0,0,0,0
SS,4,2,0,0,2,0,0,0,0,0,0,0
SS,21,13,0,0,2,0,0,6,0,0,0,0
FS,30,7,0,0,4,0,2,1,0,0,0,0
CB,60,11,3,0,16,2,8,0,0,0,0,1
OLB,2,3,0,0,0,0,0,4,0,0,0,0
CB,12,3,0,0,0,0,0,0,0,0,0,0
LB,19,11,7,0,0,0,0,0,0,0,0,0
OLB,2,0,0,0,0,0,0,4,0,0,0,0
SS,14,2,0,0,0,0,0,0,0,0,0,0
CB,6,0,0,0,0,0,0,3,0,0,0,0
DE,5,10,0,0,1,0,0,5,0,0,0,0
LB,31,16,7,0,0,0,0,5,0,0,0,0
S,1,1,0,0,0,0,0,4,0,0,0,0
OLB,2,0,0,0,0,0,0,3,0,0,0,0
SS,3,1,0,0,0,0,0,9,0,0,0,0
DT,6,1,0,0,0,0,0,9,0,0,0,0
OLB,16,13,4,0,0,0,0,4,0,0,0,0
DE,3,0,0,0,0,0,0,3,0,0,0,0
CB,33,7,0,0,2,0,0,8,0,0,0,0
CB,6,1,0,0,0,0,0,1,0,0,0,0
DE,1,0,0,0,0,0,0,1,0,0,0,0
DE,3,0,0,0,0,0,0,0,0,0,0,0
DE,10,6,4,0,0,0,0,4,0,0,0,0
DT,17,6,4,0,0,0,0,0,0,0,0,0
OLB,16,4,4,0,0,0,0,1,0,0,0,0
SS,38,5,8,0,0,0,1,7,0,0,0,0
FB,1,0,0,0,0,0,0,14,0,0,0,0
LB,11,8,0,0,0,0,0,0,0,0,0,0
FS,19,3,0,0,0,0,0,7,0,0,0,0
CB,6,0,0,0,1,1,0,8,0,0,0,0
OLB,4,0,0,0,0,0,0,2,0,0,0,0
LB,4,1,0,0,0,0,0,9,0,0,0,0
CB,59,14,11,0,6,4,0,0,0,0,0,0
NT,3,1,0,0,0,0,0,7,0,0,0,0
ILB,1,0,0,0,0,0,0,8,0,0,0,0
DT,1,0,0,0,0,0,0,15,0,0,0,0
LB,12,20,0,0,0,0,0,3,0,0,0,0
DT,2,2,0,0,0,0,0,3,0,0,0,0
DB,8,1,0,0,1,0,0,9,0,0,0,0
CB,2,0,0,0,0,0,0,5,0,0,0,0
DE,6,0,3,0,0,0,4,2,0,0,0,0
DT,1,0,0,0,0,0,0,9,0,0,0,0
S,10,0,0,0,0,0,0,1,0,0,0,0
OLB,11,10,0,0,0,0,0,14,0,0,0,0
CB,4,3,0,0,0,0,0,3,0,0,0,0
DT,22,11,4,0,0,0,0,3,0,0,0,0
S,10,1,7,0,0,0,4,0,0,0,0,0
OLB,7,6,0,0,0,0,0,12,0,0,0,0
LB,5,2,0,0,0,0,0,8,0,0,0,0
DE,2,2,0,0,0,0,0,1,0,0,0,0
SS,1,0,0,0,0,0,0,11,0,0,0,0
SS,1,0,0,0,0,0,0,11,0,0,0,0
FB,1,0,0,0,1,0,0,7,0,0,0,0
SS,7,2,0,0,0,0,0,5,0,0,0,0
LB,3,2,0,0,0,0,0,1,0,0,0,0
FS,31,11,0,0,4,0,0,1,0,0,0,0
ILB,7,8,0,0,2,0,0,3,0,0,0,0
FS,24,21,0,0,2,2,0,0,0,0,0,0
SS,15,3,0,0,0,0,0,2,0,0,0,0
OLB,14,5,0,0,0,0,0,1,0,0,0,0
LB,8,12,0,0,0,0,0,3,0,0,0,0
DB,29,10,0,0,2,0,0,13,0,0,0,0
SS,15,5,0,0,0,0,0,0,0,0,0,0
LB,1,2,0,0,0,0,0,13,0,0,0,0
DB,1,0,0,0,0,0,0,7,0,0,0,0
DB,5,0,0,0,2,0,0,7,0,0,0,0
CB,12,5,0,0,0,0,0,3,0,0,0,0
DT,1,0,0,0,0,0,0,5,0,0,0,0
OLB,3,4,3,0,0,0,0,1,0,0,0,0
CB,6,3,0,0,0,0,0,6,0,0,0,0
CB,12,1,0,0,0,0,2,6,0,0,0,0
LB,62,31,4,0,4,0,0,4,0,0,0,0
MLB,1,0,0,0,0,0,0,12,0,0,0,0
CB,1,0,0,0,0,0,0,13,0,0,0,0
LB,78,59,4,0,0,0,0,0,0,0,0,0
S,24,7,0,0,2,0,0,1,0,0,0,0
LB,11,7,4,0,2,0,0,9,0,0,0,0
SS,5,0,0,0,0,0,0,12,0,0,0,0
CB,12,8,0,0,2,0,0,13,0,0,0,0
CB,0,1,0,0,0,0,0,2,0,0,0,0
LB,14,4,0,0,0,0,0,9,0,0,0,0
CB,3,0,0,0,0,0,0,7,0,0,0,1
CB,34,10,0,0,6,2,2,2,0,0,0,0
DE,9,1,0,0,0,0,0,2,0,0,0,0
OLB,0,1,0,0,0,0,0,1,0,0,0,0
OLB,20,13,12,0,0,0,3,0,0,0,0,0
SS,1,1,0,0,0,0,0,9,0,0,0,0
DE,32,12,32,0,0,0,3,0,0,0,0,0
DT,2,1,0,0,0,0,0,5,0,0,0,0
SS,0,1,0,0,0,0,0,7,0,0,0,0
SS,14,13,0,0,2,0,0,0,0,0,0,0
CB,28,6,4,0,2,0,0,1,0,0,0,0
MLB,1,0,0,0,0,0,0,4,0,0,0,0
DE,17,4,12,0,0,0,0,0,0,0,0,0
LB,114,68,4,0,4,0,0,7,0,0,0,0
DE,21,18,6,0,0,0,3,12,0,0,0,0
OLB,12,13,13,0,0,0,0,15,0,0,0,0
DE,36,32,7,0,0,0,0,0,0,0,0,0
LB,95,64,8,0,7,0,0,0,0,0,0,1
DE,28,20,23,0,0,0,0,10,0,0,0,0
DT,18,6,10,0,0,0,4,7,0,0,0,0
DE,7,12,3,0,0,0,4,6,0,0,0,0
CB,47,15,0,0,13,0,2,0,0,0,0,0
CB,12,3,0,0,0,0,0,1,0,0,0,0
DT,25,19,12,0,0,0,0,9,0,0,0,0
CB,26,14,0,0,2,0,3,7,0,0,0,0
DE,19,10,11,0,0,0,0,6,0,0,0,0
LB,26,23,0,0,0,0,0,13,0,0,0,0
OLB,19,15,0,0,0,0,0,7,0,0,0,0
CB,11,2,0,0,0,0,0,3,0,0,0,0
DT,16,4,8,0,0,0,0,0,0,0,0,0
CB,52,21,0,0,2,0,0,7,0,0,0,0
ILB,0,1,0,0,0,0,0,6,0,0,0,0
CB,3,7,0,0,0,0,0,8,0,0,0,0
DE,25,10,4,0,2,0,0,2,0,0,0,0
SS,11,2,0,0,0,0,0,3,0,0,0,0
DE,2,9,0,0,0,0,0,0,0,0,0,0
DT,2,6,0,0,0,0,0,12,0,0,0,0
CB,5,6,0,0,0,0,0,16,0,0,0,0
FS,19,5,0,0,0,0,0,15,0,0,0,0
CB,4,0,0,0,0,0,0,1,0,0,0,0
DB,5,1,4,0,0,0,0,13,0,0,0,0
DT,7,11,0,0,0,0,0,6,0,0,0,0
SS,21,9,0,0,0,0,1,1,0,0,0,0
LB,17,6,7,0,0,0,0,12,0,0,0,0
LB,64,19,4,0,0,0,0,10,0,0,0,0
S,29,11,0,0,8,0,0,0,0,0,0,0
DE,9,1,0,0,0,0,0,17,0,0,0,0
CB,25,3,3,0,0,0,4,2,0,0,0,0
DE,13,9,0,0,0,0,0,0,0,0,0,0
DT,3,0,0,0,0,0,0,7,0,0,0,0
DE,1,0,0,0,1,0,0,5,0,0,0,0
LB,8,4,0,0,0,0,0,0,0,0,0,0
DT,0,1,0,0,0,0,0,2,0,0,0,0
SS,3,4,3,0,0,0,0,1,0,0,0,0
CB,18,8,0,0,0,0,0,4,0,0,0,0
CB,1,0,0,0,0,0,0,10,0,0,0,0
CB,51,12,0,0,2,0,7,13,0,0,0,0
DT,33,17,11,0,0,0,0,7,0,0,0,0
OLB,4,3,0,0,0,0,0,9,0,0,0,0
FS,5,2,4,0,0,0,0,1,0,0,0,0
DE,43,11,22,0,0,0,0,13,0,0,0,0
CB,2,0,0,0,0,0,0,5,0,0,0,0
LB,118,48,7,0,2,0,0,9,0,0,0,0
FS,3,1,0,0,0,0,0,13,0,0,0,0
LB,89,29,22,0,6,4,4,3,0,0,0,0
DT,3,2,0,0,0,0,0,9,0,0,0,0
S,1,0,0,0,0,0,0,12,0,0,0,0
DT,6,2,0,0,0,0,0,10,0,0,0,0
S,4,1,0,0,0,0,0,14,0,0,0,0
LB,21,12,3,0,0,0,0,1,0,0,0,0
DE,44,22,22,0,1,2,13,0,0,0,0,0
DE,46,16,28,0,1,0,4,0,0,0,0,0
OLB,2,1,0,0,0,0,0,1,0,0,0,0
CB,40,1,0,0,6,2,2,0,0,0,0,0
DE,12,2,3,0,0,0,4,1,0,0,0,0
S,73,30,3,0,6,4,4,0,0,0,0,0
LB,24,4,0,0,0,0,0,1,0,0,0,0
CB,46,7,4,0,2,0,0,11,0,0,0,0
DT,1,0,0,0,0,0,0,8,0,0,0,0
DE,2,1,0,0,0,0,0,7,0,0,0,0
DT,3,5,0,0,0,0,0,4,0,0,0,0
DT,30,20,18,0,1,0,2,10,0,0,0,0
MLB,67,42,7,0,2,0,0,9,0,0,0,0
CB,18,4,0,0,0,0,0,4,0,0,0,0
DT,17,6,2,0,0,0,2,16,0,0,0,0
DE,31,6,22,0,1,0,8,0,0,0,0,0
LB,1,1,0,0,0,0,0,11,0,0,0,0
DT,46,13,21,0,0,0,2,5,0,0,0,0
DT,12,11,0,0,0,0,2,1,0,0,0,0
CB,28,6,0,0,2,0,0,3,0,0,0,0
LB,62,18,15,0,0,0,1,0,0,0,0,0
LB,72,22,0,0,2,0,2,12,0,0,0,0
CB,44,12,0,0,2,0,2,13,0,0,0,0
CB,69,9,0,0,8,6,0,6,0,0,0,0
DT,1,0,0,0,0,0,0,2,0,0,0,0
DT,30,11,0,0,0,0,0,6,0,0,0,0
CB,31,5,0,0,4,0,1,1,0,0,0,0
CB,51,6,0,0,4,0,0,7,0,0,0,0
DE,27,9,15,0,0,0,0,3,0,0,0,0
CB,2,0,0,0,0,0,0,4,0,0,0,0
CB,12,2,0,0,0,0,0,0,0,0,0,0
ILB,59,61,8,0,1,0,2,8,0,0,0,0
FS,83,25,8,0,2,0,6,3,0,0,0,0
MLB,14,6,0,0,0,0,0,0,0,0,0,0
OLB,69,9,43,5,1,3,15,8,0,0,0,0
DE,11,2,8,0,2,0,0,1,0,0,0,0
DT,14,6,0,0,0,0,0,0,0,0,0,0
DT,7,5,0,0,1,0,0,15,0,0,0,0
DE,43,30,26,0,0,0,4,0,0,0,0,0
OLB,23,18,8,0,2,0,1,0,0,0,0,0
FS,56,54,0,0,4,0,1,10,0,0,0,0
OLB,14,1,0,0,2,0,0,12,0,0,0,0
DT,0,1,0,0,0,0,0,6,0,0,0,0
DE,52,15,25,0,2,0,8,10,0,0,0,0
DE,3,3,3,0,0,0,0,7,0,0,0,0
ILB,0,8,0,0,0,0,0,11,0,0,0,0
DE,30,11,15,0,0,0,5,3,0,0,0,0
FS,13,3,0,0,0,0,0,5,0,0,0,0
FS,17,11,0,0,6,0,0,5,0,0,0,0
CB,12,1,0,0,0,0,0,0,0,0,0,0
FS,44,21,8,0,2,1,6,0,0,0,0,0
DE,25,15,17,0,2,0,3,0,0,0,0,0
DE,11,6,3,0,0,0,0,8,0,0,0,0
DT,11,7,4,0,0,0,0,0,0,0,0,0
DT,26,24,23,0,0,0,4,4,0,0,0,0
CB,50,15,1,0,0,0,2,5,0,0,0,0
CB,30,1,0,0,2,0,2,2,0,0,0,0
DE,46,22,26,0,2,2,10,12,0,0,0,0
ILB,6,5,0,0,0,0,0,7,0,0,0,0
CB,19,7,0,0,4,2,0,0,0,0,0,0
DT,39,21,24,3,1,0,5,0,0,0,0,0
CB,52,8,0,0,4,0,0,16,0,0,0,0
OLB,95,17,66,6,0,0,26,0,0,0,0,1
SS,65,17,5,0,4,0,1,3,0,0,0,0
DT,27,16,15,0,2,0,0,10,0,0,0,0
CB,2,0,0,0,0,0,0,11,0,0,0,0
CB,45,4,0,0,0,0,0,12,0,0,0,0
SS,56,27,7,0,4,2,12,12,0,0,0,0
OLB,60,24,41,0,0,0,11,3,0,0,0,0
CB,36,13,0,0,6,0,6,3,0,0,0,0
OLB,64,22,9,0,0,2,5,9,0,0,0,0
OLB,30,15,12,0,1,0,0,0,0,0,0,0
NT,18,13,0,0,0,0,0,0,0,0,0,0
LB,76,40,40,0,0,0,0,15,0,0,0,0
SS,34,17,8,0,4,2,4,0,0,0,0,0
S,42,21,0,0,2,0,0,0,0,0,0,0
FS,24,6,0,0,2,0,0,6,0,0,0,0
FB,1,0,0,0,0,0,1,3,0,0,0,0
CB,29,4,0,0,2,0,0,5,0,0,0,0
DT,15,17,11,0,0,0,1,16,0,0,0,0
OLB,61,12,27,0,0,0,8,3,0,0,0,0
NT,4,6,0,0,1,0,0,16,0,0,0,0
OLB,58,15,41,0,4,0,6,0,0,0,0,0
CB,14,0,0,0,0,0,0,0,0,0,0,0
DE,69,28,45,0,0,2,6,3,0,0,0,0
DT,23,7,12,0,0,0,0,0,0,0,0,0
MLB,1,0,0,0,0,0,0,5,0,0,0,0
MLB,26,8,6,0,0,0,3,4,0,0,0,0
DE,33,21,22,0,2,0,3,1,0,0,0,0
DE,48,20,17,0,0,0,4,14,0,0,0,0
OLB,69,77,22,0,6,2,4,3,0,0,0,0
DT,4,1,4,0,0,0,0,4,0,0,0,0
DT,8,3,0,0,0,0,0,4,0,0,0,0
FB,2,0,0,0,1,0,1,8,0,0,0,0
SS,6,5,0,0,2,0,0,18,0,0,0,0
SS,22,14,0,0,2,0,2,18,0,0,0,0
FS,54,29,0,0,8,4,6,1,0,0,0,0
ILB,138,16,26,0,10,4,1,1,0,0,0,1
DT,54,15,17,0,2,1,2,5,0,0,0,0
CB,11,4,0,0,2,0,0,3,0,0,0,0
CB,21,1,0,0,3,0,0,2,0,0,0,0
MLB,3,3,0,0,0,0,0,0,0,0,0,0
LB,3,0,0,0,0,0,0,5,0,0,0,0
SS,29,17,0,0,8,0,0,8,0,0,0,0
DT,2,2,0,0,0,0,0,7,0,0,0,0
LB,53,13,32,5,1,0,6,3,0,0,0,1
CB,47,14,0,0,6,2,3,0,0,0,0,0
S,78,34,8,0,12,0,5,2,0,0,0,1
CB,40,11,0,0,4,0,0,0,0,0,0,0
DE,53,13,24,0,2,0,0,3,0,0,0,0
LB,108,41,16,0,5,0,2,0,0,0,0,1
LB,117,16,19,0,5,1,0,0,0,0,0,0
DE,5,7,0,0,0,0,0,10,0,0,0,0
DT,15,10,0,0,0,0,0,8,0,0,0,0
OLB,86,38,10,0,2,1,9,10,0,0,0,0
CB,6,7,0,0,0,0,1,4,0,0,0,0
DT,35,17,4,0,0,0,3,8,0,0,0,0
DE,68,38,43,0,2,0,7,10,0,0,0,0
DE,26,12,7,0,0,0,7,2,0,0,0,0
SS,7,1,0,0,2,2,0,12,0,0,0,0
OLB,73,14,31,3,0,0,7,0,0,0,0,0
OLB,6,2,0,0,0,0,0,4,0,0,0,0
DT,14,4,0,0,0,0,2,3,0,0,0,0
DT,24,7,4,0,0,0,1,8,0,0,0,0
NT,12,4,7,0,0,0,0,8,0,0,0,0
OLB,13,10,0,0,0,0,0,0,0,0,0,0
CB,28,2,4,0,8,0,0,4,0,0,0,0
DE,54,27,51,0,0,0,3,12,0,0,0,1
DE,26,11,13,0,0,0,5,6,0,0,0,0
OLB,15,8,8,0,0,0,0,5,0,0,0,0
CB,7,1,0,0,2,0,0,0,0,0,0,0
DE,13,9,0,0,0,0,0,12,0,0,0,0
SS,50,31,3,0,0,0,0,0,0,0,0,0
DT,13,6,8,0,0,0,0,0,0,0,0,0
CB,72,29,9,0,6,0,5,0,0,0,0,0
DT,32,32,8,0,0,0,2,0,0,0,0,0
OLB,0,1,0,0,0,0,0,2,0,0,0,0
CB,54,10,0,0,8,2,0,2,0,0,0,1
OLB,88,55,22,0,2,0,4,0,0,0,0,0
FS,3,1,0,0,0,0,0,0,0,0,0,0
FS,2,0,0,0,0,0,0,0,0,0,0,0
SS,58,20,0,0,4,0,4,0,0,0,0,0
OLB,22,19,0,0,0,0,2,7,0,0,0,0
DT,26,35,9,0,0,0,2,1,0,0,0,0
OLB,19,2,12,0,0,0,0,6,0,0,0,0
NT,10,5,0,0,0,0,0,0,0,0,0,0
OLB,95,59,14,0,6,0,3,3,0,0,0,0
CB,38,4,0,0,6,0,3,1,0,0,0,0
OLB,74,15,46,0,2,2,20,0,0,0,0,0
OLB,62,31,17,0,2,0,2,11,0,0,0,0
CB,46,8,0,0,6,0,0,6,0,0,0,0
DE,43,26,27,0,1,0,6,12,0,0,0,0
ILB,118,31,16,0,5,0,0,0,0,0,0,0
ILB,79,72,7,0,4,0,2,2,0,0,0,0
OLB,6,1,0,0,0,0,0,14,0,0,0,0
FS,21,6,4,0,0,0,0,5,0,0,0,0
SS,23,14,0,0,2,0,0,0,0,0,0,0
SS,88,24,3,0,7,0,0,2,0,0,0,0
CB,43,19,0,0,0,0,1,0,0,0,0,0
CB,53,9,0,0,8,4,6,11,0,0,0,0
DE,10,3,4,0,0,0,0,5,0,0,0,0
OLB,96,25,15,0,0,0,0,8,0,0,0,0
DE,12,3,4,0,0,0,1,4,0,0,0,0
DE,67,13,41,0,1,1,8,8,0,0,0,0
S,37,10,2,0,2,2,5,6,0,0,0,0
MLB,104,50,13,0,2,0,0,4,0,0,0,0
DT,19,43,14,0,0,0,0,0,0,0,0,0
NT,21,25,11,0,0,0,0,1,0,0,0,0
DE,43,16,36,0,1,0,7,7,0,0,0,0
DT,60,49,43,0,0,0,3,7,0,0,0,1
DE,64,57,30,0,1,0,5,0,0,0,0,0
OLB,30,16,15,0,1,0,0,0,0,0,0,0
SS,61,41,3,0,3,0,0,6,0,0,0,0
OLB,2,5,0,0,0,0,0,1,0,0,0,0
SS,36,36,0,0,3,1,0,2,0,0,0,0
DE,18,11,4,0,0,0,0,2,0,0,0,0
DE,1,0,0,0,0,0,0,0,0,0,0,0
DE,18,7,8,0,0,0,0,0,0,0,0,0
NT,7,15,0,0,0,0,0,1,0,0,0,0
S,81,36,4,0,4,0,0,0,0,0,0,0
SS,1,0,0,0,0,0,0,6,0,0,0,0
DT,17,8,0,0,1,0,2,7,0,0,0,0
CB,25,4,0,0,2,0,0,4,0,0,0,0
LB,71,22,34,0,2,0,8,0,0,0,0,0
CB,6,2,0,0,2,0,0,11,0,0,0,0
DT,14,7,4,0,1,1,0,5,0,0,0,0
DE,1,1,0,0,0,0,0,7,0,0,0,0
MLB,90,42,19,0,2,0,10,11,0,0,0,0
SS,4,3,0,0,0,0,1,3,0,0,0,0
FS,63,26,0,0,0,0,1,0,0,0,0,0
ILB,91,29,12,0,0,1,4,0,0,0,0,0
CB,46,14,4,0,5,0,4,4,0,0,0,0
OLB,92,53,12,0,4,0,3,10,0,0,0,0
CB,17,7,0,0,2,0,0,10,0,0,0,0
FS,60,24,0,0,2,1,4,10,0,0,0,0
CB,6,0,0,0,2,0,0,1,0,0,0,0
S,54,15,5,0,4,0,3,0,0,0,0,0
FS,53,26,4,0,4,0,2,1,0,0,0,0
MLB,7,4,0,0,0,0,0,9,0,0,0,0
MLB,41,55,0,0,2,0,0,9,0,0,0,0
DE,2,0,0,0,0,0,0,1,0,0,0,0
DT,8,33,0,0,0,0,0,1,0,0,0,0
MLB,131,47,12,0,4,2,2,11,0,0,0,0
S,81,33,4,0,4,0,3,0,0,0,0,0
CB,42,7,0,0,4,0,0,4,0,0,0,0
LB,32,20,18,0,0,0,3,11,0,0,0,0
OLB,80,58,8,0,0,0,2,5,0,0,0,0
OLB,15,11,0,0,0,0,2,9,0,0,0,0
CB,9,0,0,0,2,0,0,7,0,0,0,0
CB,65,37,8,0,3,0,4,5,0,0,0,0
SS,21,9,11,0,2,0,2,4,0,0,0,0
DE,50,18,44,0,0,0,3,0,0,0,0,0
DT,25,27,0,0,2,1,0,0,0,0,0,0
